,rms_angle_error,rms_angle_error_rad,rms_rate_error,rms_human_torque,rms_robot_torque,rms_human_power,rms_robot_power,human_angle_cost,robot_angle_cost,human_angle_gain,robot_angle_gain,system_angle_cost,system_angle_gain,authority,condition,condition_number,repetition,cost_variability,rms_estimated_human_torque,settings,participant,conflict
102,5.75447644240957,0.10043456064849685,0.48337943208542594,0.41910643512297163,0.29272393630447385,0.1474268688839629,0.31288543263651325,5.075386489675507,6.924613510324493,1.1025590919310906,1.7498079194202263,12.000032646109156,2.90137628404967,-0.5686111514364098,Negative Reinforcement,2,0,309.8937109874022,0.12149018370262285,Good Visuals,8,0.496943231441048
103,4.1738274130008985,0.07284703076686286,0.3615393286315418,0.4663272966088113,0.5389307972332746,0.1880790444493377,0.5837539208822707,-40.812532128016336,12.0,-3.2190758537766264,7.9477311628729455,-28.812532128016336,4.7288178073451315,-1.5522029614069925,Negative Reinforcement,2,1,323.34320041735765,0.16940144101895335,Good Visuals,8,0.6920128197071577
104,4.814326033423285,0.08402584054771489,0.40828132660388733,0.41321830849706476,0.42718890438423546,0.091988557341062,0.43052602224241815,-4.273364334693821,12.0,-0.5634008792884264,4.072970437080656,7.726635665306179,3.5096484359628892,-1.1333857846751612,Negative Reinforcement,2,2,320.4631141735786,0.0758519616683152,Good Visuals,8,0.6059188061211584
105,5.20761261338726,0.09088998627199422,0.4326106542825213,0.3565280790002309,0.3413937187858087,0.08569943940469008,0.3795073731158832,1.7964184817829083,10.203181968652725,0.29337016221091705,2.9143859653046054,11.997922638159366,3.2078238266026546,-0.8980494915198123,Negative Reinforcement,2,3,317.46136110279633,0.060074758220293165,Good Visuals,8,0.5229746835443038
106,5.804026654749672,0.10129937499889397,0.4719950764070534,0.3701446772533139,0.23770262597391914,0.17578869478754217,0.2539792886946269,6.271419939771023,6.511664825540654,1.4187070422146832,1.5010147700256322,12.783008085162681,2.9197522972081753,-0.3021635875932013,Positive Reinforcement,1,0,314.8251791011793,0.13763619976029504,Good Visuals,8,0.4395055562492196
107,5.808835419780966,0.10138330378164478,0.4805825902949048,0.38839487825396896,0.2406960136734696,0.1906497783401446,0.2753543520048163,6.227912761577192,6.4677710587191495,1.4137140628819815,1.4961507735334094,12.695653160974796,2.9097791406327804,-0.2903618848655475,Positive Reinforcement,1,1,312.22703805331304,0.14218563858104447,Good Visuals,8,0.45519132494079523
108,4.7885123882076766,0.08357530744676085,0.3546686619317121,0.29976813256900314,0.5191293151303896,0.16111042341153411,0.6098320170575453,-11.405176013481114,12.0,-1.308862346168722,5.011892426202858,0.594823986518886,3.7029377740042846,-1.4617729815538096,Negative Reinforcement,2,0,310.63041517241874,0.12023255701967193,Good Visuals,9,0.7472846210812145
109,3.7724675719632312,0.0658419800554745,0.28796142048811946,0.4209288872139261,0.6735258755816469,0.32039322576435714,0.7955306282688084,-52.844496568051646,12.0,-3.771021287331094,8.891678418273116,-40.844496568051646,5.120538960112302,-2.049681593720206,Negative Reinforcement,2,1,333.2454518487526,0.24834697564082886,Good Visuals,9,0.8175812075610204
110,7.516247649462069,0.13118326887839768,0.5765885898815771,0.3511934379019532,0.2490268253791253,0.20982978694997026,0.2659784124871904,4.350079498853935,4.589362481167834,1.171698383617473,1.2699936026449916,8.939639993880899,2.4418111133297526,-0.3183460178973253,Positive Reinforcement,1,2,330.42699529230663,0.14391656397163982,Good Visuals,9,0.4345466739832937
111,6.963457428150744,0.12153525944368695,0.5226480503528371,0.3421340596602841,0.2393654052633209,0.21118411293146985,0.2747718488887647,4.824673581117413,5.063734755530219,1.2376309389527993,1.3309230785041306,9.890247294130273,2.5685237258472418,-0.27917628981633213,Positive Reinforcement,1,3,327.69537137939966,0.14732222255025407,Good Visuals,9,0.4292840197092281
112,4.775638523358789,0.08335061611769101,0.3635745443561556,0.311948026890203,0.5160519741113962,0.1712440875495382,0.639790536896097,-12.149200108222896,12.0,-1.3756992926251863,5.102970217005306,-0.14920010822289598,3.7272962059995907,-1.490190422842787,Negative Reinforcement,2,2,326.0685473309486,0.12051681836409632,Good Visuals,9,0.6843143297380585
113,4.397615778061825,0.07675287456483106,0.340064250932602,0.317707703947542,0.5208380282461813,0.19721417783710918,0.6446854840099446,-18.02035292103504,12.0,-1.855009745930077,5.784521313223859,-6.020352921035041,3.9294965751725717,-1.6291936130427696,Negative Reinforcement,2,3,325.96702561916993,0.1413929056887436,Good Visuals,9,0.726908620370941
118,8.009699973145334,0.13979563662828748,0.553469761184822,0.30398194674465695,0.24225161152786107,0.19599038458604318,0.25440038207441207,4.095721906446469,4.335678151383053,1.135197104320782,1.2363920042562748,8.431557584839467,2.3715859035738482,-0.30716965117073786,Positive Reinforcement,1,0,313.2263828900327,0.14002154633204078,Good Visuals,9,0.4062233589087809
119,8.362167894178182,0.14594736235797,0.5272281879750949,0.292056216331441,0.2313223747309825,0.17855375773319798,0.26892475374792174,2.535164508052586,2.775164508052586,0.8779616798084452,1.005165254151413,5.312199585367106,1.8829812420240883,-0.35786467615349093,Positive Reinforcement,1,1,310.67624162634763,0.1282455303432013,Good Visuals,9,0.4140115747791654
122,5.823632709094476,0.10164156520053573,0.5211739501439522,0.42579567113400874,0.2648013109453193,0.2183877686546026,0.2630097100066586,10.225807072447058,10.465807072447058,1.8248883369050126,1.8892903426290872,20.696413490118573,3.7139685178597315,-0.29191968477475655,Positive Reinforcement,1,2,306.337518923204,0.15981323939536715,Good Visuals,10,0.5189148830263813
123,5.141519560806815,0.08973644489177172,0.49301477673533217,0.430709754168117,0.2541789649794893,0.21468356404343103,0.266734149873877,9.884151969662607,10.125516955230031,1.7935002415785433,1.859165483829172,20.01037443958338,3.6525867506414014,-0.2652214279878261,Positive Reinforcement,1,3,304.625876496052,0.157449126618037,Good Visuals,10,0.5005266092559321
126,5.958670049852788,0.10399841140990582,0.5916963654457792,0.5241214197880821,0.14364398276822923,0.420937181292186,0.1709467350958499,10.76361825504604,1.2364803158738695,3.092652851012582,0.19386066323938023,12.000578607917399,3.2865152031942757,0.385799061105485,Negative Reinforcement,2,0,300.76463781656236,0.3075964487813055,Good Visuals,10,0.45161290322580644
127,6.636769830855881,0.11583348524546226,0.6068727618988217,0.4966299366801583,0.19050878577327512,0.376797887412864,0.2003946841154811,8.108726783113754,3.891273216886246,2.188898399502696,0.7577740930209971,11.99990040253533,2.9466277578757034,0.09803902117023129,Negative Reinforcement,2,1,298.8629437005165,0.26153141806249963,Good Visuals,10,0.45194210786739236
128,6.254646455091013,0.10916417418952983,0.5701497237220077,0.46341310767539146,0.2069489476725644,0.31415673896986873,0.22371541839565848,7.986967506621154,4.013032493378846,2.1442216062967674,0.7900395207566899,11.999942545483234,2.9802059650674506,0.049934916734589545,Negative Reinforcement,2,2,296.96982569088374,0.23556221909889463,Good Visuals,10,0.4667408506429278
129,6.405019266971491,0.1117886748623262,0.602533621497492,0.49288090583918026,0.18579701257537162,0.38002717300913086,0.18686863652237623,9.287797962860488,2.7120648580400903,2.6080905407196076,0.47639318200533776,12.000097761988666,3.1019287327955376,0.30628545778198185,Negative Reinforcement,2,3,295.25852003613187,0.2783325594819018,Good Visuals,10,0.46861872992340003
130,4.946032573092904,0.08632455331135826,0.5270305174081094,0.4918344013573183,0.27429381800681885,0.2148385106189341,0.2903832847803009,13.131114827850638,13.371114827850638,2.0732093924047623,2.130187089320401,26.50410538169715,4.203278655138696,-0.27223515620342076,Positive Reinforcement,1,0,294.1772092970654,0.1684353574692325,Good Visuals,10,0.5358070500927644
131,5.441803408875966,0.09497738673113684,0.5337921682830324,0.4522598618622022,0.2711032602673116,0.23652927125042517,0.2942934606791813,10.608590254404758,10.848590254404758,1.8594374866032843,1.9228579039829687,21.45612927738179,3.782207172209542,-0.2869287408006257,Positive Reinforcement,1,1,292.67418434633703,0.16608760485278193,Good Visuals,10,0.544890488304275
132,5.656222913870259,0.09871971307378366,0.5663622666884395,0.8818730748880492,1.0482613738059727,0.5302679441998409,1.2159733547209384,-56.925177435775055,12.0,-3.9423548995148625,9.190413686277886,-44.925177435775055,5.2481410653464815,-1.9724578520729572,Negative Reinforcement,2,0,315.39030826352376,0.3904531069654382,Good Visuals,11,0.8558003485187952
133,7.231375427254392,0.12621131065340083,0.5021529486597486,1.1761726510666874,1.266648694627755,0.48431840925648934,1.1004562347348625,-57.8533706945311,12.0,-3.98057548282132,9.257373994904563,-45.8533706945311,5.276797925575994,-2.0369165179762905,Negative Reinforcement,2,1,338.1932256458906,0.49107045568063834,Good Visuals,11,0.8814718130399652
134,10.470049296266925,0.18273683306597313,0.7392274304873416,0.4421877271873624,0.24923050656835533,0.21541160770809992,0.2485819141032703,2.024785378588469,2.2635015227320983,0.7756119034134298,0.91723198495447,4.287585206625305,1.6927911533858415,-0.4290435246523549,Positive Reinforcement,1,2,335.71854071741734,0.13098548683210448,Good Visuals,11,0.5210687308820775
135,10.331740360294337,0.18032288674832142,0.7597720496945063,0.46197341230835687,0.24989101858795193,0.2013069242566687,0.25969416952163354,2.2195885062859424,2.4596160197713637,0.8162438115466886,0.9518933998692147,4.679682792329709,1.7680001224407693,-0.38182598579523813,Positive Reinforcement,1,3,333.2858248769585,0.13534260553714988,Good Visuals,11,0.5088957055214723
136,5.681495709410911,0.09916080656715137,0.6197807189807736,0.9069349872166801,1.0589777192223528,0.5213236196989267,1.21388336920599,-56.401284388463296,12.0,-3.920879255436536,9.152831624421966,-44.401284388463296,5.231876290006005,-1.9140116051893405,Negative Reinforcement,2,2,353.9205818355608,0.3858506193733378,Good Visuals,11,0.8531910934689574
137,5.637335028619319,0.09839005728741587,0.590389322280976,0.8804276827379613,1.025376766975545,0.5533190724254342,1.1679281734573734,-56.633821753262126,12.0,-3.930582437125108,9.169736293277444,-44.633821753262126,5.239106189805354,-1.8721961748128693,Negative Reinforcement,2,3,374.11217793896407,0.3744513186781977,Good Visuals,11,0.8310655483069276
142,11.133145520763712,0.19431004544098548,0.7787890222221161,0.46207867594369556,0.2631316469029174,0.16935850853114814,0.25632484684582973,1.741974762170644,1.981974762170644,0.7127200273080503,0.8692414682917036,3.72198646383226,1.5781686127764023,-0.427906262941014,Positive Reinforcement,1,0,361.5943208700843,0.13067982061453326,Good Visuals,11,0.5358784239230345
143,11.286291122110823,0.19698294041943926,0.782955592818104,0.4380897272340895,0.2517625942058714,0.17648339156918835,0.24306348994806326,1.303766186332901,1.5435872475976051,0.6039222671163529,0.7795451443643306,2.848706675043316,1.3819957467363158,-0.5044336523077699,Positive Reinforcement,1,1,359.1098531441204,0.12019627368260372,Good Visuals,11,0.5317013463892288
144,4.87700236893983,0.08511974896556328,0.33652113906044734,0.5700855615674919,0.8630959794309485,0.4788939834015167,1.1513231842697549,-58.286042035526094,12.0,-3.998137440726302,9.28823061974633,-46.286042035526094,5.290125044014868,-2.1033225399890507,Negative Reinforcement,2,0,379.38757849081617,0.33182213418935863,Good Visuals,12,0.921180748135823
145,4.225622769873206,0.0737510302815301,0.3038991223014525,0.433820471095189,0.7504484105330306,0.3974942419365813,0.9712104682928534,-57.86195518981739,12.0,-3.980847840563297,9.257860071680325,-45.86195518981739,5.276967841786977,-2.0783471208053337,Negative Reinforcement,2,1,398.7489183429701,0.2838095439474402,Good Visuals,12,0.8990769230769231
148,4.0523988183958926,0.07072770198493608,0.27612530317748435,0.39238532137527915,0.7151397329282962,0.3793528514666492,0.9555177188720808,-57.83135032012004,12.0,-3.9795982173151647,9.255695446447517,-45.83135032012004,5.27613340576892,-2.017781187677516,Negative Reinforcement,2,2,412.06220851582697,0.26568751999355056,Good Visuals,12,0.8988377098579423
149,3.976253965901189,0.06939872360045808,0.2829797219250893,0.4098895467600505,0.7249403319978236,0.39466268271735444,0.968431294892818,-57.96437387629116,12.0,-3.9850413420441058,9.26524359413656,-45.96437387629116,5.280187882842506,-2.1204831744352153,Negative Reinforcement,2,3,430.2242609214464,0.27688412160211934,Good Visuals,12,0.8788829427323614
150,8.688339034138561,0.1516401226752619,0.6140458987484595,0.3524226123761817,0.23760320661446616,0.17114956837192208,0.23139574868349538,2.2074736462924016,2.447248078991535,0.8135358704518141,0.9495567293507248,4.65401615133225,1.763166850764043,-0.39121495549592517,Positive Reinforcement,1,0,427.4998951973373,0.1226773258781183,Good Visuals,12,0.4720349790490071
151,8.896274146325016,0.1552692750134193,0.5718770153997761,0.29963704700498334,0.2302208765736054,0.15026306784153107,0.23613035259872348,1.644244381262542,1.8840228786488489,0.6900332582638212,0.8462333239960103,3.528145523656621,1.5363092062175658,-0.4294369476889827,Positive Reinforcement,1,1,424.7799646044777,0.11006836840943338,Good Visuals,12,0.46704801314428285
152,9.431863735483212,0.16461707678363358,0.6156274112023153,0.3380432122919095,0.2292982032985347,0.15807380438612811,0.2271195711252502,1.7673523502561737,2.007211144967796,0.7190158274651588,0.8699422125004732,3.7760997255904574,1.5888763031374884,-0.43353118606788693,Positive Reinforcement,1,2,422.1004621245544,0.11246756964623826,Good Visuals,12,0.4694299258538957
153,11.11673974224432,0.19402371058946916,0.6199233992931217,0.23904648261349912,0.21775583046622612,0.11028592218897199,0.2059802803133723,0.7307896548894683,0.9707896548894683,0.42476533073553385,0.6482998640046808,1.702205943833166,1.072909652182804,-0.5486285434345264,Positive Reinforcement,1,3,419.4101287086246,0.08753094977008684,Good Visuals,12,0.4638173870811073
156,7.2132491984231075,0.125894948279325,0.5319673491468797,0.3404810630577305,0.2512140333830644,0.20330614722642118,0.2599784673578527,5.456099659911509,5.69780643518493,1.3199362971036388,1.4079805826182807,11.163613220854842,2.7279857093934385,-0.30181762413658175,Positive Reinforcement,1,0,411.8773168363261,0.1498149075750224,Good Visuals,13,0.4517447535383114
157,9.232665225680416,0.16114040692250856,0.580154466582036,0.2806437108913309,0.23638094973927684,0.16054293332084807,0.2524356383048148,1.988740070312518,2.2287400703125178,0.767976061463663,0.9132978162271392,4.218940968944219,1.6791297310892555,-0.39288413758543206,Positive Reinforcement,1,1,409.3686855568984,0.1211675184543958,Good Visuals,13,0.41277791351087223
158,4.480700901571925,0.07820298352950847,0.32872135359817795,0.3478907913040727,0.5486472623968928,0.2126776742061814,0.6573535336196173,-22.972915528013246,12.0,-2.205129649100906,6.311387522883331,-10.972915528013246,4.105803007156456,-1.5387039072128803,Negative Reinforcement,2,2,409.55948387391453,0.15576411038194501,Good Visuals,13,0.7019147621988882
159,4.671291676421954,0.08152942007456868,0.3243852745942054,0.2537960641080127,0.4692107322093424,0.14999130306634814,0.6299873692175095,-7.435274212332081,12.0,-0.919491971203796,4.503426868289719,4.564725787667919,3.583776623002813,-1.326161798154555,Negative Reinforcement,2,3,407.1785394121745,0.09857961018964065,Good Visuals,13,0.682537711838103
160,8.315853443307796,0.14513902269902867,0.5972758085428488,0.334085927741771,0.24628730293853363,0.20436051327336813,0.2501164956315127,3.6430254022384547,3.881072436813114,1.0669807174082924,1.1736970285123152,7.526957098886204,2.2406323061565367,-0.3281892698626107,Positive Reinforcement,1,2,404.85330357280384,0.13893791008065484,Good Visuals,13,0.47732551032881065
161,7.522397656183232,0.13129060674470175,0.5098410972637402,0.3009303667985985,0.2304784952758672,0.184137626223842,0.2598383798694001,3.7277402125393615,3.967740212539361,1.079683142027666,1.1856634543614153,7.692151006301492,2.265385074930607,-0.30870988314856584,Positive Reinforcement,1,3,402.5602532734595,0.1329530556923999,Good Visuals,13,0.415647624262335
166,6.281297742806985,0.10962932691006985,0.48634389172626913,0.34220751535875815,0.20078206056520168,0.30662503499654337,0.23968149640411024,7.879726690657716,4.120273309342284,2.104983951917718,0.8193179937143079,12.000075188279432,2.9373192445257477,-0.04066969909062393,Negative Reinforcement,2,0,394.5904631300508,0.21512168811076154,Good Visuals,13,0.38197031698528067
167,5.379393803967637,0.09388813364061764,0.3986396807448643,0.3316707644657905,0.47376472051476465,0.18380196229603502,0.5667643140803487,1.2438779008495504,10.753265435451343,0.1948021386505403,3.089263701429754,11.992320807716995,3.284225446376261,-0.9184097216852777,Negative Reinforcement,2,1,392.29238396424273,0.14222506277157568,Good Visuals,13,0.6194750107579763
168,6.535350323368427,0.11406338091405516,0.6722897857488065,0.5483818797294148,0.26188467458547243,0.3494920466265664,0.3256755311005025,8.375827810603312,3.624262747558646,2.286151981092249,0.6888827801864724,11.999263231967868,3.0327929274630314,0.06551471194423349,Negative Reinforcement,2,0,390.56417352121207,0.25126645186340785,Good Visuals,14,0.5255791210806185
169,6.722440970783073,0.11732872871112857,0.6241700098924627,0.47851661755149577,0.32699103886932246,0.1739424112934603,0.36621814709749995,4.36854687216908,7.631715054017679,0.8886167216497296,2.013615501656648,11.999993361574472,2.903215369281752,-0.5259924564856715,Negative Reinforcement,2,1,388.4754560053066,0.1297470034446749,Good Visuals,14,0.5405570486195944
172,5.181756611245269,0.09043871390321377,0.4328829938084835,0.32797012252966273,0.40790679050265227,0.03778027710848037,0.4808881519171384,0.1442069871573493,11.856343694162412,0.0209983292081449,3.422444256367177,11.974847708619485,3.4434329875967062,-1.0011324342005965,Negative Reinforcement,2,2,382.71575502485723,0.029063271436553923,Good Visuals,14,0.5938503334156582
173,5.465457878903547,0.09539023511593245,0.46120886079351936,0.3363641248654368,0.3936943746261103,0.07780453652701703,0.4734616854654644,0.15874514726487354,11.841411614816579,0.0231215011316897,3.418105210783385,11.987829623354637,3.441323068160373,-0.9915270985918909,Negative Reinforcement,2,3,380.5311141796989,0.056255978441694124,Good Visuals,14,0.5761030317968943
174,6.343972825002154,0.11072321345333361,0.5688413775222964,0.42344625539223546,0.2672553254439206,0.23548275337971689,0.2835179760016064,7.660420458425862,7.89989202994217,1.5732182915419592,1.6476633564455048,15.56026877021355,3.2209505939741514,-0.2776831275379971,Positive Reinforcement,1,0,378.8277516765954,0.1666246165129062,Good Visuals,14,0.5064398541919806
175,6.12024876841855,0.10681849205003165,0.5538866153545853,0.4253649010952577,0.27039718546110436,0.22097059491001836,0.29931423597439893,7.575042596757465,7.8149452689804955,1.564241286277058,1.639152524365069,15.390529133163746,3.2033842912118384,-0.2740238577523364,Positive Reinforcement,1,1,377.1297296144006,0.16495097918584245,Good Visuals,14,0.4889808839644466
176,5.943793474751933,0.10373876619297567,0.532068573575304,0.42671151924168665,0.26628472119274965,0.23007705806667733,0.2975383561943898,9.26934094828269,9.509340948282688,1.7352790624653236,1.8030754053293148,18.774308677312924,3.5385430196552026,-0.27037051332063633,Positive Reinforcement,1,2,375.631672604254,0.1627499180841052,Good Visuals,14,0.48722161372763784
177,6.922468334360933,0.120819864799646,0.5787246524543528,0.411533842775717,0.2495945870535373,0.1959758439667552,0.2712615095887357,4.939905978132327,5.180080269265603,1.2528598226590242,1.345266909785648,10.121476919089456,2.5981471043293145,-0.2816659251310024,Positive Reinforcement,1,3,373.7376779552147,0.1453612076136871,Good Visuals,14,0.46890418468660533
180,5.282433408059178,0.09219585548797782,0.4970292765431172,0.44783516321581557,0.2590426969737936,0.25343100438084826,0.2750537684314675,13.320557063128536,13.5607737183088,2.088199228145819,2.145020901662149,26.88074687904682,4.233317703144003,-0.1986964936495214,Positive Reinforcement,1,0,369.5242250434114,0.18355059220232423,Good Visuals,15,0.48942891859052245
181,5.661147075958877,0.0988056559151319,0.4842319189356043,0.3646907557205686,0.2537587246587506,0.23560515772315224,0.2913458935235499,9.689517076019467,9.929400690864899,1.775364131964825,1.8416697148074228,19.620795316067294,3.617000409985355,-0.2113828817256486,Positive Reinforcement,1,1,368.1266994233956,0.16881791507412422,Good Visuals,15,0.4451938267104144
182,5.89569534619582,0.10289929548562401,0.46575072166280396,0.3550424610305093,0.19023400105039054,0.3196021808446213,0.214688127016899,7.932667842606648,4.067332157393352,2.1244219373190805,0.8047571339842938,11.999997381011237,2.9555508796418524,-0.003496144001852563,Negative Reinforcement,2,2,366.5499737539565,0.2212264252339099,Good Visuals,15,0.3982822085889571
183,6.106433348939704,0.10657736749258162,0.49112426629013983,0.4037269482898865,0.1413880282311295,0.3834903710336175,0.1484299856276434,9.545243243295417,2.455267668889075,2.6961543301518973,0.4222531195241294,11.999965802506575,3.1182223471220976,0.35893866311492095,Negative Reinforcement,2,3,365.1548343026591,0.2787366260766153,Good Visuals,15,0.3741222446113452
184,5.632811100418729,0.09831109984519175,0.5130345615818154,0.4039986051288165,0.27070273565126696,0.25712710958137247,0.29913676647021264,11.143326155121782,11.383678460353396,1.9069863299657424,1.9689116633302093,22.531622649453176,3.8760105814276575,-0.241245307513761,Positive Reinforcement,1,2,363.96168970777285,0.17722223481538207,Good Visuals,15,0.49138718120396857
185,5.006995456241023,0.08738855634380151,0.4872751672265894,0.4099326968637839,0.26051537051219287,0.2450777773445864,0.29492815934817773,13.142262422484674,13.382432457666535,2.0740808583517207,2.1311164442019765,26.52408777933654,4.205160769623916,-0.2016827343412298,Positive Reinforcement,1,3,363.05061434902075,0.1770373163760091,Good Visuals,15,0.4822026163675084
190,6.0860494122498885,0.10622160068282625,0.4586802451245318,0.34347915570987037,0.18140208022435692,0.30195960019866397,0.19635810104359852,7.653872560133861,4.34607697150261,2.0212514027625117,0.8822745235278299,11.99985080543323,2.9038476936003246,0.05325346900980369,Negative Reinforcement,2,0,356.58770321184534,0.21987844619725322,Good Visuals,15,0.3543987823439878
191,5.560738427373599,0.09705319439984086,0.423880848439889,0.31191903993953274,0.2323302327416069,0.23156718231095377,0.25349600439529446,6.66748330394188,5.33256111984951,1.6555582272807,1.1858076856593982,12.000040950319175,2.901140194969564,-0.23873472414974925,Negative Reinforcement,2,1,354.9954676096563,0.16295777711263323,Good Visuals,15,0.4166717631949116
192,5.956393430997289,0.10395867691506437,0.5678292358292568,0.48530551001456274,0.15952884878958024,0.3724804377775664,0.16234184505636565,9.627717370472798,2.3722826295272013,2.724064990575404,0.40536565576250994,11.999975644507282,3.1292732783918566,0.3017830371099891,Negative Reinforcement,2,0,353.67927682818606,0.28106444511204076,Good Visuals,16,0.45646050214329453
193,6.1391899948886595,0.10714907881630094,0.5890577074578763,0.49884114689947395,0.1814597668131442,0.3880351362737104,0.204622483012613,9.268526097842583,2.731570584756474,2.601611948033701,0.4805979074304014,11.99997828115204,3.094703164215988,0.25028461613337005,Negative Reinforcement,2,1,352.3350295130595,0.2672640415005217,Good Visuals,16,0.4620187304890739
196,5.909253175665027,0.10313592424928558,0.5333195911135308,0.4309593526174687,0.27081476686148714,0.24606090724918678,0.27985249216735014,5.864900055055325,6.13520163326702,1.3666745841356405,1.4623440417498,11.999719955315957,2.951021565590001,-0.3944328087717222,Negative Reinforcement,2,2,348.08114477423845,0.17804282766279783,Good Visuals,16,0.515053038199767
197,5.526032665257375,0.09644746458149887,0.4958247460170089,0.41012504757910556,0.31087815348473674,0.15944945094569896,0.3270648714230305,3.771038551453992,8.229004111923459,0.7263438425490749,2.2327914144337946,11.999469676352163,2.9591273360470014,-0.7876942593773533,Negative Reinforcement,2,3,346.40304213647727,0.10839184487401146,Good Visuals,16,0.5444272923741895
198,4.85748040216545,0.08477902636888539,0.45160225746396376,0.389327517427665,0.25402679300818676,0.2288847254042649,0.26702309231139415,12.755588816521392,12.995146901543253,2.04299721933025,2.10069074953636,25.75105555178682,4.143503951902568,-0.24786603769636828,Positive Reinforcement,1,0,345.501012984532,0.16289182441917746,Good Visuals,16,0.49444683070503775
199,5.162955550487364,0.09011057349012083,0.4657449622764687,0.4091933867537285,0.25433964994870484,0.20730578851051817,0.28162371913967926,9.930218847366294,10.170218847366296,1.797647854909733,1.863467791568546,20.09548895671812,3.6609691878556236,-0.2659525497414558,Positive Reinforcement,1,1,344.27710377874007,0.15640829568307332,Good Visuals,16,0.5033536397760138
200,5.16856742924275,0.09020851925162503,0.4643253786305712,0.39440025844746696,0.2566229113655338,0.209952291556821,0.26802343133057216,10.321399706581566,10.561399706581566,1.83347032988095,1.897819801427686,20.882045090286034,3.731272703442004,-0.2971051126945918,Positive Reinforcement,1,2,343.09991586110215,0.15477165775004528,Good Visuals,16,0.5059856344772546
201,5.66353405918536,0.09884731663162394,0.4599008979473598,0.34336489074125154,0.23913737742053393,0.191646934155647,0.26633292105174583,6.18810064257007,6.426825711355752,1.4089786828334132,1.4915453996983463,12.615231629234941,2.9005391782896055,-0.2687075520525338,Positive Reinforcement,1,3,341.5917903195334,0.14302045496476212,Good Visuals,16,0.44227692307692307
204,5.831429759834831,0.10177764940789998,0.6236899406275949,0.507507962201109,0.28522589789565983,0.2538159488259318,0.28232372956255186,10.908443539299661,11.150105539762485,1.8863170459829326,1.948825172094113,22.058887078905407,3.8347922569389845,-0.24501214106957053,Positive Reinforcement,1,0,338.0217822202096,0.18349903770176207,Good Visuals,17,0.5613673290838646
205,6.112104537851742,0.10667634841159929,0.5730733749413528,0.42945041428107394,0.2724217710516368,0.26099409280575286,0.2938935997840971,8.622374299072565,8.86321251682463,1.6719644994882965,1.742320871568333,17.48691376848075,3.4141762320983733,-0.27297229886925145,Positive Reinforcement,1,1,336.7278820018645,0.17357398400218169,Good Visuals,17,0.5140379336161717
206,6.242711068706017,0.10895586239961394,0.5796595435519482,0.46859755804966524,0.15447475884275635,0.39071567682687186,0.1622110816623169,9.38573201985206,2.6142679801479414,2.641792404967585,0.4555491826260493,12.000108750242727,3.097285574054296,0.2800285703283281,Negative Reinforcement,2,2,335.50785188923226,0.28427094710348944,Good Visuals,17,0.47207554202646457
207,6.299473042998589,0.10994654574095171,0.573124847008562,0.45129237907464514,0.1754867196191726,0.3882733271744185,0.18027024210582304,8.744553239014333,3.2567245031869128,2.417609532498843,0.599099848641363,12.00007748952647,3.06711744052074,0.1977005787683945,Negative Reinforcement,2,3,334.2414705069892,0.2648176945195686,Good Visuals,17,0.45345736434108525
208,5.924984984756314,0.10341049611522372,0.6010863652179628,0.48497584836794955,0.2853700302901561,0.25434488364202945,0.3143042365799454,10.718244142199689,10.9579392668066,1.869091265495863,1.93231660136703,21.675319871328107,3.8015024789589877,-0.26816053278066887,Positive Reinforcement,1,2,333.1616775724884,0.17983991911293765,Good Visuals,17,0.5232565399263283
209,5.807581549175443,0.10136141961118447,0.5697848406278515,0.46092959315468424,0.27176119433019336,0.244525316454019,0.2970368369739196,10.394804010155193,10.634804010155193,1.840209925224641,1.9042218753614626,21.03123086011118,3.7443925263835873,-0.21807104726457066,Positive Reinforcement,1,3,332.0558740839503,0.17853570016253348,Good Visuals,17,0.5222055888223552
214,5.807139672425005,0.10135370740700131,0.5248589364356304,0.44869584306033855,0.15453492477563796,0.37693248455989026,0.16022410106524118,9.530846300488477,2.4693114674139798,2.691204488579842,0.42517620831263997,11.999990082161418,3.1163825456101177,0.26619129541313946,Negative Reinforcement,2,0,327.07035216237267,0.2627309322982805,Good Visuals,17,0.4481366459627329
215,6.284297672544782,0.10968168556132289,0.5727376371034001,0.46321542747043204,0.1567547697917703,0.3977003142042277,0.16655583727041298,9.30759994586968,2.692435003819396,2.6150338900020578,0.4721531265602403,11.999987322474993,3.0871793442867776,0.3720761131783534,Negative Reinforcement,2,1,325.9034741203609,0.28449930047615063,Good Visuals,17,0.43895619757688725
