,time,steering_angle,steering_rate,angle_error,rate_error,acceleration,reference_angle,reference_rate,measured_input,execution_time,repetition,condition,human_noise,setting,robot_gain_pos,robot_gain_vel,torque
0,0.0010832000000000064,-0.003455751918948772,0.00014161379062148038,0.00039525051075317867,0.09364719406585045,4.245580097467835,-0.0040477319246873065,-0.08799478216220451,0,0.004670700000000001,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.03200594728241089
1,0.005780099999999996,-0.003455751918948772,4.670078707114564e-05,0.0005919800057385344,0.08804148294927565,4.408900425911816,-0.004195092606597589,-0.08246743662429303,0,0.0046969,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.03018350963852008
2,0.009933399999999995,-0.003455751918948772,-5.080310005419195e-06,0.000739340687648817,0.08246235631428761,4.3960908014497075,-0.004283358430481662,-0.07759483471256193,0,0.0041533,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.02794617438894962
3,0.0139122,-0.003455751918948772,-2.5084854818371262e-05,0.0008276065115328897,0.07756974985774355,4.248765166150207,-0.004331030245757705,-0.0729427163624578,0,0.0039788,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.025333362158292884
4,0.018668100000000007,-0.003455751918948772,-2.657433987738134e-05,0.0008752783268089325,0.07291614202258043,4.003007847083545,-0.004340830953860605,-0.06740549123170056,0,0.0047559,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.022718320693286803
5,0.0244037,-0.003455751918948772,-2.0018884190680915e-05,0.0008850790349118325,0.06738547234750988,3.6895387019527006,-0.004284623149013259,-0.06076695382889099,0,0.0057356,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.01994555336004534
6,0.028824299999999997,-0.003455751918948772,-1.191126434281826e-05,0.0008288712300644867,0.060755042564548174,3.3340074268027937,-0.0041908180086967,-0.055683848080417736,0,0.0044206,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.016285258861835447
7,0.0330067,-0.003455751918948772,-5.35051551842441e-06,0.0007350660897479282,0.05567849756489931,2.957377596544899,-0.00406183759621359,-0.050904544529569606,0,0.0041824,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.011370890156787834
8,0.03751209999999999,-0.003455751918948772,-1.1985459600347456e-06,0.0006060856772648181,0.05090334598360957,2.5763674283008697,-0.0038793804114771514,-0.04579176936322524,0,0.0045054000000000006,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.007215050769781309
9,0.0415885,-0.003455751918948772,8.387866929263717e-07,0.0004236284925283793,0.04579260814991817,2.2039202073592836,-0.0036756364826270693,-0.04120035223791237,0,0.0040764,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,-0.002990996652922878
10,0.0457786,-0.003455751918948772,1.4534785234988394e-06,0.00021988456367829723,0.04120180571643587,1.8496827195719427,-0.0034281762381389923,-0.036517700597400685,0,0.0041901,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,0.0018731585799199452
11,0.04979420000000001,-0.003455751918948772,1.3150451259178333e-06,-2.7575680809779814e-05,0.0365190156425266,1.520474850973211,-0.0031550782887625924,-0.032067508173393426,0,0.0040156,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,0.006550684126651777
12,0.054008500000000015,-0.003455751918948772,9.030726815854028e-07,-0.0003006736301861797,0.03206841124607501,1.2207377319668749,-0.002830901542661206,-0.027439077165363892,0,0.004214300000000001,0,Linear Quadratic,0.005,Good Visuals,7.742636826811266,0.6752307408377571,0.011628606847822128
