,time,steering_angle,steering_rate,angle_error,rate_error,acceleration,reference_angle,reference_rate,measured_input,execution_time,repetition,condition,human_noise,setting,robot_gain_pos,robot_gain_vel,torque
0,0.0011314000000000046,-0.005340707511102648,0.0006220764344373384,-0.001457550394354769,0.09331445108450019,7.3360863979301865,-0.004049500939770799,-0.08793798045588289,0,0.0040303000000000005,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.0121117606863905
1,0.005221500000000004,-0.005340707511102648,0.0004419428908564046,-0.0012912065713318495,0.08837992334673929,7.591530230937471,-0.004180213893184954,-0.08312392221909594,0,0.0040901,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.013150550586672426
2,0.009842799999999999,-0.005340707511102648,0.00024833796121127773,-0.0011604936179176939,0.08337226018030722,7.5497325103972415,-0.004281853071732319,-0.07770095536975088,0,0.0046213,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.01418672533623968
3,0.014076500000000006,-0.005497787143782138,-0.0023064085914544204,-0.0012159340720498185,0.07539454677829646,7.218120390401611,-0.0043322245847055105,-0.07275097847980803,0,0.0042337,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.015284659984435355
4,0.018603800000000004,-0.005497787143782138,-0.007554332973272178,-0.0011655625590766272,0.06519664550653585,6.680603396748892,-0.004341040154425286,-0.06748016821276512,0,0.004527300000000001,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.016756423183705665
5,0.0227903,-0.005497787143782138,-0.010090185453275863,-0.0011567469893568518,0.057389982759489255,6.134763405557402,-0.004307929632435671,-0.06262963969069425,0,0.0041865,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.018013178969645712
6,0.0270484,-0.005497787143782138,-0.008414444516188557,-0.0011898575113464668,0.054215195174505695,5.593900506133082,-0.004233766852543728,-0.05772216415570174,0,0.0042581,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.01939812486042229
7,0.031160800000000016,-0.005497787143782138,-0.005452301341508119,-0.0012640202912384095,0.05226986281419362,5.004614092262155,-0.004123571543780878,-0.05301012707380854,0,0.0041124,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.020709746722122585
8,0.03575049999999999,-0.005340707511102648,-0.0004517733635288879,-0.0012171359673217698,0.05255835371027965,4.454880370215301,-0.003956077316653215,-0.047786250691863194,0,0.0045897,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.022084582166497
9,0.04020080000000001,-0.005340707511102648,0.006347559801821537,-0.0013846301944494335,0.05413381049368473,3.957059789388721,-0.0037491043392439585,-0.04275953280699883,0,0.0044503,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.023279971166187435
10,0.04501340000000001,-0.005340707511102648,0.00974823447904276,-0.0015916031718586896,0.05250776728604159,3.4025725410746555,-0.0034762339684452415,-0.037369946959575406,0,0.0048126,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.024844520940403618
11,0.049524700000000005,-0.005340707511102648,0.008521759113530026,-0.0018644735426574066,0.04589170607310543,2.81760368402645,-0.0031745031362042323,-0.0323649802541736,0,0.0045113,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.02642031891794456
12,0.05477119999999999,-0.005340707511102648,0.005716117742541311,-0.002166204374898416,0.03808109799671491,2.281376690321147,-0.0027681430858764876,-0.02660622229982266,0,0.0052465,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.028195083326603722
13,0.05895320000000001,-0.005340707511102648,0.0030156153492911573,-0.0025725644252261605,0.029621837649113816,1.7992599122545925,-0.002401880257931534,-0.02206677935489812,0,0.004182,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.029911998210915444
14,0.06316189999999999,-0.005340707511102648,0.0010871670083728146,-0.002938827253171114,0.023153946363270936,1.3736729305494613,-0.0019956816421423324,-0.017546734906300796,0,0.0042087,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.031961550873830874
15,0.0672394,-0.0051836278784231585,0.002401482469879139,-0.003187946236280826,0.019948217376179935,1.0679180683346519,-0.0015664806942486443,-0.013216325538579978,0,0.0040775,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.03363561439723762
16,0.0715925,-0.0051836278784231585,0.0071035085852798,-0.0036171471841745144,0.02031983412385978,0.865753906274163,-0.0010698839164107786,-0.008648816982441618,0,0.0043531,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.035176701684572265
17,0.0758722,-0.0051836278784231585,0.00953155862296868,-0.00411374396201238,0.018180375605410297,0.6250645918570323,-0.0005433898162703613,-0.004216966641897201,0,0.0042797,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.03685197103779897
18,0.0801077,-0.0051836278784231585,0.00796204596877577,-0.004640238062152797,0.012179012610672972,0.36015947937247683,1.4642186549781351e-05,0.0001092478505448519,0,0.0042355000000000005,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.03868488611188986
19,0.08451600000000001,-0.0051836278784231585,0.005165820670728145,-0.00519827006497294,0.0050565728201832924,0.1459743263699742,0.0006340820622077725,0.00454596713063265,0,0.0044083,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.040536688119014216
20,0.0882406,-0.005026548245743669,0.004995730780453398,-0.005660630307951441,0.00044976364982074815,0.0392146170705468,0.0011878347975290764,0.008240045574053327,0,0.0037246000000000002,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.042406008362073914
21,0.09284690000000001,-0.005026548245743669,0.008333651398080752,-0.006214383043272745,9.36058240274245e-05,0.011790717771239051,0.0019107133919171735,0.012736847404891314,0,0.004606300000000001,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.04420614216183296
22,0.0971669,-0.005026548245743669,0.009840999187360693,-0.006937261637660843,-0.0028958482175306215,-0.08404336676448684,0.0026264206128009558,0.016879425962692523,0,0.00432,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.04587986128227482
23,0.10147720000000002,-0.004869468613064179,0.010446202969336958,-0.007495889225865135,-0.006433222993355565,-0.14683341806496472,0.0033764588854025336,0.02093799698177591,0,0.0043103,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.04799002496755733
24,0.10548160000000001,-0.004869468613064179,0.013153980903674669,-0.008245927498466712,-0.007784016078101242,-0.104806434944316,0.0041050052593696144,0.024639463094452738,0,0.0040044,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.049834003692844304
25,0.1100208,-0.004869468613064179,0.013360811811679835,-0.008974473872433794,-0.011278651282772903,-0.12674183094981728,0.004967295059279685,0.028752249436744048,0,0.0045392,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.051858577593579425
26,0.1143914,-0.004555309347705199,0.014465041939324233,-0.009522604406984884,-0.014287207497419815,-0.0893983113706824,0.005833607735149469,0.03262635626598938,0,0.0043706000000000005,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.05377206513780067
27,0.1192202,-0.004555309347705199,0.020265654195011727,-0.010388917082854669,-0.012360702070977652,0.05484256744391004,0.006831188952824814,0.036805557447012735,0,0.0048288,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.05562774422254942
28,0.12351400000000001,-0.0043982297150257105,0.024120832729107925,-0.011229418667850525,-0.01268472471790481,0.09653075748051189,0.0077533065665014635,0.04043003465211387,0,0.0042938,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.05773726724736835
29,0.1281179,-0.0043982297150257105,0.023813744402715064,-0.012151536281527174,-0.01661629024939881,0.05969380549906332,0.008778028091653957,0.044217682060756595,0,0.0046039,0,Linear Quadratic,0.005,Good Visuals,1.291549665014883,0.2629875320826175,0.05993593023020878
