,time,steering_angle,steering_rate,angle_error,rate_error,acceleration,reference_angle,reference_rate,measured_input,execution_time,repetition,condition,human_noise,torque,estimated_human_gain_pos,estimated_human_gain_vel,robot_gain_pos,robot_gain_vel,state_estimate_pos,state_estimate_vel,estimated_human_input,input_estimation_error,robot_cost_pos,robot_cost_vel,estimated_human_cost_1,estimated_human_cost_2
5077,25.1823748,0.4118627968856219,0.46691361342882565,-0.05388536053489662,-0.1470589930057199,0.4654042802299371,0.468522845807753,0.6144456207872143,0,0.0045172,1,Manual Control,0.01,0,-1.109067944324841,0.0,0,0,0.3495103938117028,-0.05908034721825432,-0.06069696824343179,-0.4189242586797946,0,0,1.2300317051289287,0.1215643937353448
5078,25.187563400000002,0.4142189913758142,0.44507167139644066,-0.0543038544319388,-0.16937394939077366,0.2044789142773213,0.47171107023599135,0.6143780049075981,0,0.005188600000000001,1,Manual Control,0.01,0,-1.1068676659320993,0.0,0,0,0.3516880299970716,-0.05980545852556884,-0.061198756876227084,-0.4020508328802274,0,0,1.2251560298859734,0.1213232222992472
5079,25.192172900000003,0.41641810623332703,0.46616298196592076,-0.05529296400266431,-0.14821502294167732,0.11159632196325936,0.47454180941734875,0.6137512433769461,0,0.0046095,1,Manual Control,0.01,0,-1.104701808020587,0.0,0,0,0.3538981591012737,-0.060988274372982,-0.06201190754743583,-0.39433407612531857,0,0,1.220366084643954,0.12108582367522497
5080,25.1974297,0.41846014145816046,0.44178418018679416,-0.056081667959188286,-0.17196706319015193,-0.1855761052366402,0.47776484895309074,0.6123637756536089,0,0.005256800000000001,1,Manual Control,0.01,0,-1.1025000760352948,0.0,0,0,0.3561061093932238,-0.06182188077985042,-0.06275851642867283,-0.38640617307563585,0,0,1.2155064176578307,0.12084449291156044
5081,25.203094,0.42065925631567325,0.42517789450240107,-0.05710559263741749,-0.18718588115120782,-0.4029942357674571,0.4812272932703668,0.6100405363263367,0,0.005664300000000001,1,Manual Control,0.01,0,-1.1004247298352765,0.0,0,0,0.3582954728421457,-0.06357623437907793,-0.06376351585766642,-0.35901195881072845,0,0,1.2109345860330414,0.12061701523186809
5082,25.2074505,0.4227012915405066,0.4192787751952207,-0.058526001729860166,-0.19076176113111598,-0.6287546833093941,0.4838799247184564,0.607652028083534,0,0.0043565,1,Manual Control,0.01,0,-1.0983888742948724,0.0,0,0,0.36047347443986444,-0.06571209251760259,-0.06520822687275109,-0.34783529030303917,0,0,1.206458119174757,0.12039386610401856
5083,25.212392200000004,0.4245862471326605,0.39754132806894166,-0.0592936775857959,-0.21011070001459237,-0.9040238913648876,0.4868747458399013,0.604292568547087,0,0.0049417,1,Manual Control,0.01,0,-1.0963983106294484,0.0,0,0,0.36264191645536964,-0.06815118637086987,-0.06593073782546469,-0.32950588459815716,0,0,1.2020892555511085,0.12017568139638445
5084,25.217577100000003,0.4270995212555323,0.41047571973696517,-0.05977522458436901,-0.19381684881012184,-0.964571920286085,0.4899971734694024,0.6000073308208564,0,0.0051849,1,Manual Control,0.01,0,-1.0943645129503181,0.0,0,0,0.3649515701186398,-0.07133162175053359,-0.06668642776072245,-0.31196193210923273,0,0,1.197633687204987,0.11995275782970041
5085,25.222811900000004,0.42882739721500673,0.3976819508037023,-0.06116977625439568,-0.20232538001715417,-1.1063030355868915,0.4931250105501513,0.5948726972171072,0,0.0052348,1,Manual Control,0.01,0,-1.092409176308676,0.0,0,0,0.3670745522325426,-0.07366337765908097,-0.06791018834713071,-0.3224675955601929,0,0,1.1933578084834,0.11973843433887549
5086,25.227886400000003,0.4307123528071606,0.36583081782280985,-0.06241265774299071,-0.22904187939429738,-1.2023896376310366,0.49612938781974414,0.5891038817112985,0,0.0050745,1,Manual Control,0.01,0,-1.090528820535166,0.0,0,0,0.3691619587702372,-0.07675013051013257,-0.06931764363029537,-0.2971413993877105,0,0,1.1892531084178202,0.11953232946425245
5087,25.2327811,0.4325973083993145,0.36960437096383447,-0.06353207942042965,-0.219499510747464,-1.1419476724072464,0.49899772008178683,0.5827875691582296,0,0.0048947,1,Manual Control,0.01,0,-1.0886382246804212,0.0,0,0,0.3712725635276351,-0.080524885305109,-0.0704208797915321,-0.2940171494348656,0,0,1.1851331842353392,0.11932510217934474
5088,25.237719700000003,0.4336968658280709,0.3772278048620892,-0.06530085425371596,-0.20555976429614042,-1.0766529032622394,0.5018585769204617,0.5756541599097542,0,0.0049386000000000005,1,Manual Control,0.01,0,-1.0875456378635961,0.0,0,0,0.37246189846319533,-0.08250964697232366,-0.06916345015051206,-0.29647629014806953,0,0,1.1827555144361361,0.11920534427391594
5089,25.2407231,0.43495350288950685,0.3514816513411435,-0.0669050740309548,-0.2241725085686107,-1.187450950995748,0.5035804860952899,0.570937819556157,0,0.0030034000000000003,1,Manual Control,0.01,0,-1.0856635725997552,0.0,0,0,0.37432063104681557,-0.0855904924875961,-0.0735621241965493,-0.3089573370040755,0,0,1.1786653928700639,0.1189990520228957
5090,25.245446500000003,0.43652429921630176,0.32753359903134016,-0.06705618687898818,-0.2434042205248168,-1.2930316425832298,0.5062586375909299,0.5629355854453646,0,0.0047234,1,Manual Control,0.01,0,-1.0837530851247936,0.0,0,0,0.37631268187074296,-0.08982472042548216,-0.07324579774580968,-0.27869743378446404,0,0,1.174520749517508,0.11878964442724647
5091,25.250475700000003,0.43825217517577614,0.3195630565087736,-0.06800646241515379,-0.243372528936591,-1.4171954064237868,0.5090666772976294,0.553621729175478,0,0.0050292,1,Manual Control,0.01,0,-1.0819008794385885,0.0,0,0,0.3782785514837744,-0.09440906667348449,-0.07431844596329913,-0.26928223323424627,0,0,1.1705095129299912,0.11858662506989434
5092,25.255435400000003,0.43982297150257105,0.3201311874348211,-0.0692437057950584,-0.23349054174065692,-1.5131702214604166,0.5117880244207601,0.5436275828601707,0,0.0049597,1,Manual Control,0.01,0,-1.080071618363682,0.0,0,0,0.3801932084920271,-0.09889041774074207,-0.07553089316185628,-0.2669817776644887,0,0,1.1665547007947432,0.11838612066013968
5093,25.260437500000002,0.4413937678293659,0.31553203617814973,-0.0703942565913942,-0.22809554668202092,-1.6052712432200194,0.5144803881360286,0.5327281115354335,0,0.005002100000000001,1,Manual Control,0.01,0,-1.0782296110382101,0.0,0,0,0.3820797408958168,-0.10326752194642169,-0.07664353689513269,-0.262014814777925,0,0,1.16257909411961,0.11818421914010849
5094,25.265554700000003,0.4426504048908018,0.29590262805247425,-0.07182998324522677,-0.2368254834829593,-1.7583609452989546,0.5171761133313515,0.5207209667010618,0,0.005117200000000001,1,Manual Control,0.01,0,-1.0763824677881466,0.0,0,0,0.3839440308804845,-0.10770795074057778,-0.07789114342421702,-0.2551924441205642,0,0,1.1585992169617005,0.11798175467390033
5095,25.2709526,0.4445353604829557,0.2706857002414571,-0.07264075284839577,-0.2500352664596047,-1.9180173135615863,0.5199506200531454,0.5071123538446961,0,0.005397900000000001,1,Manual Control,0.01,0,-1.0745368446810906,0.0,0,0,0.3858744415360156,-0.11307564709441059,-0.07929672226794786,-0.2288386902997166,0,0,1.1546294305771942,0.11777945682982208
5096,25.275700200000003,0.4456349179117121,0.299790274236872,-0.07431570214143329,-0.20732207960782412,-1.9460875184714115,0.5223281685455979,0.49434170577866243,0,0.0047476,1,Manual Control,0.01,0,-1.0729629825716245,0.0,0,0,0.38748961984252545,-0.11755597409858107,-0.08048038952182347,-0.24017061308566176,0,0,1.1512495619689962,0.11760694657547806
5097,25.280363200000004,0.44689155497314803,0.2822319417940259,-0.0754366135724499,-0.21210976398463655,-2.18070571299754,0.5246026185857705,0.48106859162516813,0,0.0046630000000000005,1,Manual Control,0.01,0,-1.071187070887047,0.0,0,0,0.38922556708503636,-0.12190411296357274,-0.08137813187966172,-0.2319036970158602,0,0,1.1474417408355715,0.1174122897662466
5098,25.286323300000003,0.44846235129994294,0.26404018886391,-0.07614026728582757,-0.21702840276125812,-2.353894531467251,0.5274167311358716,0.4630524669608457,0,0.0059601,1,Manual Control,0.01,0,-1.069396954820141,0.0,0,0,0.39106356834721867,-0.12707647547955184,-0.08233683373929084,-0.2114068009849842,0,0,1.1436098469785907,0.1172160760216308
5099,25.2908292,0.4498760679940584,0.2741524429253931,-0.07754066314181324,-0.18890002403545259,-2.3847989925786806,0.5294710086719377,0.448652790244115,0,0.0045059,1,Manual Control,0.01,0,-1.0678044210378677,0.0,0,0,0.392712941056444,-0.13183911237514678,-0.0835297629252486,-0.2091836461684089,0,0,1.1402062815880158,0.11704151917438284
5100,25.2959123,0.4511327050554943,0.26053478117322115,-0.07833830361644345,-0.18811800907089382,-2.4866405500533544,0.5317085945971383,0.4316084427173178,0,0.0050831,1,Manual Control,0.01,0,-1.0661611095375445,0.0,0,0,0.39432858420055406,-0.1362466952082264,-0.08442019083424936,-0.20873781618847695,0,0,1.136699511490328,0.11686139660634963
5101,25.301006100000002,0.4525464217496097,0.272028644947591,-0.07916217284752858,-0.1595797977697268,-2.378114928674277,0.5338618278197277,0.41368446717461116,0,0.0050938,1,Manual Control,0.01,0,-1.0644969899843824,0.0,0,0,0.39596781480690724,-0.14090070353390335,-0.08500256464586396,-0.20637751139651433,0,0,1.1331538416858102,0.11667899327784441
5102,25.3061782,0.4538030588110456,0.2535033394914644,-0.08005876900868208,-0.16018112768314674,-2.4038413646914365,0.5359525390898597,0.3946303125278946,0,0.005172100000000001,1,Manual Control,0.01,0,-1.062647590936544,0.0,0,0,0.39763998321069627,-0.1452947954371878,-0.08598284657300781,-0.21384101752522347,0,0,1.1292199025232406,0.1164762815547479
5103,25.311590400000004,0.454902616239802,0.25348126935240123,-0.08104992285005774,-0.14114904317549337,-2.3008845080787306,0.5380323564782268,0.37378223343391714,0,0.005412200000000001,1,Manual Control,0.01,0,-1.0609731854983293,0.0,0,0,0.39915359623733093,-0.1496254950998958,-0.08639347934795853,-0.2099193263300417,0,0,1.1256641003464722,0.116292750795424
5104,25.3169666,0.45615925330123797,0.23653248113714348,-0.08187310317698882,-0.13724975229677366,-2.30636380001355,0.5399841821691065,0.3521673943432906,0,0.0053762,1,Manual Control,0.01,0,-1.0590956489606185,0.0,0,0,0.40075807682746034,-0.1542472368385028,-0.08729302805080347,-0.21019599196034028,0,0,1.1216835936473135,0.11608695493585498
5105,25.321937100000003,0.45725881072999436,0.21899999598002226,-0.08272537143911213,-0.13316739836326832,-2.2788557882838147,0.5416833186755632,0.3313962012784526,0,0.0049705,1,Manual Control,0.01,0,-1.057403274280206,0.0,0,0,0.40218909076743314,-0.1587073294108582,-0.08803701685907991,-0.2054199139897862,0,0,1.1181016844585006,0.11590145457670194
5106,25.326787200000002,0.45835836815875075,0.21567911595380518,-0.08332495051681243,-0.11571708532464742,-2.2094268429370905,0.543240022970434,0.3104142835535388,0,0.0048501,1,Manual Control,0.01,0,-1.0557088557897383,0.0,0,0,0.40359696177986487,-0.16339451817721465,-0.0885322342620635,-0.20379343114923748,0,0,1.1145211881928785,0.11571573019653057
