,time,steering_angle,steering_rate,angle_error,rate_error,acceleration,reference_angle,reference_rate,measured_input,execution_time,repetition,condition,human_noise,setting,torque,estimated_human_gain_pos,estimated_human_gain_vel,robot_gain_pos,robot_gain_vel,state_estimate_pos,state_estimate_vel,estimated_human_input,input_estimation_error,robot_cost_pos,robot_cost_vel,estimated_human_cost_1,estimated_human_cost_2
0,0.003417200000000342,0.9407499201174635,-0.38768026963242147,-0.020258126159938494,0.23800743374043093,-2.4617662989877824,0.9589188167196658,-0.6338987110043883,0,0.0034557000000000004,0,Shared Control,0.01,Good Visuals,-0.13869120321520173,0.0,0.0,5.477225575051656,1.000136919889229,0.9410276408497467,-0.37780703779804564,0.0,[-0.06466626],30.0,1.0,0.0,0.0
1,0.00793870000000041,0.9390220441579891,-0.40915311405793614,-0.019896772561676768,0.2247455969464522,-2.506568927437588,0.9560287672046321,-0.6444345470315828,0,0.0045215,0,Shared Control,0.01,Good Visuals,-0.12708169498605623,0.00010303216240018594,-6.052489843332584e-05,5.477225575051656,1.000136919889229,0.93950946378202,-0.39144288403997207,0.0,[-0.04243717],30.0,1.0,0.001128671405528837,-0.00016867095160455055
2,0.011122600000000205,0.9379224867292327,-0.4174224385985167,-0.018106280475399417,0.22701210843306607,-2.510802895307979,0.9539652684365709,-0.6517607949610877,0,0.0031839000000000004,0,Shared Control,0.01,Good Visuals,-0.11582444798036451,0.00014656092105491198,-8.510902839176271e-05,5.477019509757772,1.000239660025206,0.9381573933176899,-0.40222981243934186,1.565271193033545e-05,-0.021322900769509885,29.998871328594472,1.0001686709516044,0.0016054555280752235,-0.000237381495451354
3,0.01441500000000051,0.9361946107697583,-0.41314156137261526,-0.017770657666812628,0.23861923358847248,-2.4834199194761992,0.9518070522105038,-0.659254277257427,0,0.0032924,0,Shared Control,0.01,Good Visuals,-0.12790909786165014,0.00020394165376493557,-0.00012108030679329566,5.476932456762736,1.000281327000526,0.9367029643813193,-0.41403067577162184,2.1974453125256843e-05,-0.029350917233129385,29.998394544471925,1.0002373814954513,0.002233990917780228,-0.0003372162082421477
4,0.018120200000000253,0.9343096551776044,-0.4235878814654671,-0.01749739703289932,0.23566639579195992,-2.5214418492239825,0.9493489159165104,-0.6675850465706409,0,0.0037052,0,Shared Control,0.01,Good Visuals,-0.14137432162521307,0.0002854010646763382,-0.00017577097318474872,5.4768176988616775,1.0003425560694446,0.9352751195931409,-0.42541855464682526,3.251626732273362e-05,-0.04474176212940925,29.99776600908222,1.0003372162082422,0.0031262606583543897,-0.0004883767284742174
5,0.021415900000000043,0.9327388588508094,-0.4496833407563898,-0.016610057065700956,0.21790170581425106,-2.597165062978638,0.947136673888159,-0.674902313788142,0,0.0032957000000000004,0,Shared Control,0.01,Good Visuals,-0.13994191851918808,0.00035650844510048583,-0.00022365701025431478,5.476654786740496,1.0004358955913504,0.9337048922360416,-0.43707963238120756,4.6417087477549035e-05,-0.03736698064805715,29.996873739341645,1.0004883767284742,0.0039050744630174015,-0.0006207299023268908
6,0.02527680000000032,0.9305397439932966,-0.46871200431172505,-0.01659692989486239,0.20619030947641698,-2.629636322602979,0.9445145745458668,-0.6833611046926579,0,0.0038609000000000004,0,Shared Control,0.01,Good Visuals,-0.12704931419720786,0.00038168294386867576,-0.00024016979586037628,5.476512583712875,1.000517641287091,0.931758590791151,-0.4501527138324418,5.465686966925401e-05,-0.011545981026226735,29.996094925536983,1.0006207299023269,0.004180728572040396,-0.0006664685116950177
7,0.02927200000000063,0.9289689476665018,-0.4765820503247377,-0.015545626879365004,0.20677905436792016,-2.631082906769766,0.9417671426821429,-0.6919827694913311,0,0.0039952,0,Shared Control,0.01,Good Visuals,-0.11541039093421504,0.0003664506065144833,-0.00023070792437870438,5.476462245552708,1.0005458133283895,0.93010395002125,-0.45993121410871857,5.585544959679198e-05,0.008503163265428732,29.99581927142796,1.000666468511695,0.004013840108919933,-0.0006402056955120087
8,0.03305120000000006,0.9269269124416684,-0.4843406541538725,-0.014840230240474539,0.20764211533745858,-2.647211228253282,0.9391367889898956,-0.7000128326621314,0,0.0037792000000000004,0,Shared Control,0.01,Good Visuals,-0.12175307666314791,0.00035761882323216834,-0.00022483415740336417,5.476492712652768,1.0005297181284827,0.9285007758247916,-0.46933126520373614,5.340227083680529e-05,0.005540148927344866,29.99598615989108,1.000640205695512,0.003917121649899587,-0.0006239548802257179
9,0.036493800000000576,0.9253561161148736,-0.49663154893884115,-0.013780672875022049,0.20338128372329028,-2.681986630782413,0.9367144901242254,-0.707219494842278,0,0.0034426,0,Shared Control,0.01,Good Visuals,-0.1264773508390124,0.0003498374012009759,-0.0002193903371097828,5.476510373582771,1.0005196939922039,0.926783012433957,-0.4791550971958961,5.19921857184426e-05,0.004903550379232597,29.9960828783501,1.0006239548802258,0.003831898699696044,-0.0006089402821083067
