,time,steering_angle,steering_rate,angle_error,rate_error,acceleration,reference_angle,reference_rate,measured_input,execution_time,torque,estimated_human_gain_pos,estimated_human_gain_vel,robot_gain_pos,robot_gain_vel,state_estimate_pos,state_estimate_vel,estimated_human_input,input_estimation_error,virtual_human_torque,state_estimate_derivative,virtual_human_gain_pos,virtual_human_gain_vel,virtual_human_cost_pos,virtual_human_cost_vel,robot_cost_pos,robot_cost_vel,estimated_human_cost_1,estimated_human_cost_2
967,12.083157500000002,-0.9575574408141689,0.282374919657553,0.025543178481056916,-0.16484280806578533,1.6169874118265364,-0.9767383734947649,0.44705667295045076,0,0.014220600000000002,0.030096263377085833,0.9796961297731559,0.22447047735331038,5.312207153607437,0.8721246193136065,-0.9616510861186487,0.27985904189403027,0.014734272371692173,[-0.04642801],0.009732149575832197,"[[0.31122685]
 [0.6832297 ]]",1.0472846421486848,0.20494798399179073,11.99999999999742,0.49999999999989253,38.62989707319542,1.441607509531718,11.368502084577457,0.5590059192166175
968,12.097644300000002,-0.9531592110991431,0.2991090491458972,0.023579162395621744,-0.14794762380455356,1.555882872746856,-0.970282269079174,0.44372468242029206,0,0.014486800000000001,0.022349040147393553,0.9789565544217081,0.2255061352555415,5.31328979991401,0.8708395384994893,-0.9570444576501955,0.28898510484694173,0.0125981051894779,[-0.06434938],0.00795485455151251,"[[0.31936752]
 [0.46773282]]",1.0472846421486497,0.20494798399178388,11.99999999999702,0.49999999999987577,38.63639353124343,1.4390387190532308,11.361315685780875,0.5618155217369436
969,12.1121975,-0.9500176184455533,0.30972101245303296,0.020264650633620707,-0.1340036699672591,1.500891576393539,-0.9638681085170395,0.4372360642758969,0,0.0145532,0.027339972333468077,0.978396752598247,0.22628437055608197,5.3142591512167465,0.869720524816763,-0.9536975633025135,0.294194050007612,0.012753128965045074,[-0.06323239],0.008445820230540108,"[[0.32451245]
 [0.50682814]]",1.0472846421486088,0.20494798399177588,11.99999999999655,0.49999999999985634,38.64205320489715,1.436824753068187,11.356167997526759,0.5638557214872767
970,12.123891,-0.9459335479958866,0.3117658210770645,0.017934560521152942,-0.12547024319883238,1.2603593215597118,-0.9587968207410801,0.4298098457739842,0,0.0116935,0.031158270602070277,0.9777865648197472,0.2271545791051067,5.315282380719939,0.86850797969909,-0.9496023423951381,0.29980272407118763,0.012770282728892999,[-0.05514946],0.00876835610427349,"[[0.32799466]
 [0.49530127]]",1.0472846421485715,0.20494798399176858,11.999999999996124,0.49999999999983846,38.648066787683774,1.434425512328468,11.350489966524156,0.5661502049902711
971,12.135559100000002,-0.941535318280861,0.3163628356849441,0.01726150246021907,-0.11344701008904007,0.9361633746282754,-0.9538342436141074,0.4205032476504229,0,0.0116681,0.020582046049068426,0.9773180243024623,0.2278548936230009,5.316064900069353,0.8675144145201167,-0.9448363149129472,0.3050924168880713,0.010524495166475065,[-0.0508388],0.006713644655633944,"[[0.3336583 ]
 [0.20038681]]",1.0472846421485298,0.2049479839917604,11.999999999995644,0.4999999999998185,38.652736061305426,1.4324570562801213,11.346122611025361,0.5679842058619823
972,12.1495839,-0.9374512478311943,0.3294063374810855,0.016382995782913135,-0.09109691016933741,0.7603401411309887,-0.9480290682517282,0.4069141035046597,0,0.0140248,0.0118290068554009,0.9769417824560608,0.22836899896445947,5.316605514743511,0.8668806976663449,-0.940975543490885,0.306333941892499,0.008111956842203215,[-0.05542922],0.004773662331229037,"[[0.33388081]
 [0.04267576]]",1.0472846421484725,0.20494798399174918,11.999999999994987,0.49999999999979117,38.6559058839701,1.4312045876051995,11.342443382686922,0.569376643049428
973,12.161342600000001,-0.9341525755449249,0.30969925192083203,0.013876492706803245,-0.09721485158382764,0.47299758584291884,-0.9433209085899374,0.39359818358970533,0,0.0117587,0.011952667072217872,0.9765660532131657,0.22882572471488943,5.317318891591474,0.8661492501201085,-0.9373225130331366,0.3054695607643152,0.007378526872282534,[-0.04353667],0.00443930860985735,"[[0.33011977]
 [0.0351788 ]]",1.0472846421484179,0.20494798399173852,11.999999999994364,0.49999999999976513,38.66014450839566,1.4297431358047885,11.33910750356292,0.5705404703458948
974,12.173451800000002,-0.9294401865645402,0.3087738669360578,0.013880722025397252,-0.08482431665364754,0.2618215981924843,-0.9386465148892846,0.3781588656267538,0,0.0121092,0.0073451973802812,0.9763698906585049,0.22909946058354264,5.317665608606503,0.8657405740428905,-0.9323707773613673,0.3056016273502763,0.006432617708181272,[-0.03005326],0.003565660854667606,"[[ 0.3288687 ]
 [-0.13125856]]",1.0472846421483546,0.2049479839917261,11.999999999993637,0.4999999999997349,38.66216173852422,1.4289400871317404,11.337315341051747,0.5712479953414273
975,12.1876991,-0.925199036482194,0.29586408795331776,0.013447478407090596,-0.08229477767343607,0.024912778103448024,-0.9334004893466893,0.35790283442187654,0,0.014247300000000001,0.00885820918456223,0.9762462082170021,0.22925909505565112,5.317928089732009,0.8654571532283981,-0.9276680231645319,0.3033243442495767,0.00667536695169183,[-0.00583802],0.0038130851903118417,"[[ 0.3237075 ]
 [-0.16964486]]",1.0472846421482696,0.2049479839917095,11.999999999992664,0.4999999999996943,38.66367821873386,1.4283830265351205,11.336270925401191,0.5716408068915277
976,12.201959600000002,-0.9209578863998478,0.29276142700187846,0.012442602946841519,-0.06514140741999808,-0.14188997740282233,-0.9284536196325763,0.3355553887053838,0,0.0142605,-0.0084644076045722,0.9761503659072299,0.22936685397285642,5.31805462391118,0.8653343927112991,-0.923000950927489,0.29834896510765163,0.0025847937948171185,[-0.01703085],0.00032575484841348805,"[[ 0.31650445]
 [-0.43093315]]",1.0472846421481714,0.20494798399169029,11.99999999999154,0.49999999999964745,38.66444115032573,1.4281364263514145,11.335311470951886,0.5719386991372375
977,12.216237200000002,-0.9178162937462581,0.2848585595708352,0.010637325886318272,-0.05069682913454859,-0.2838104110137108,-0.9238336231689191,0.3113201742058141,0,0.014277600000000001,-0.01980280789452045,0.976066738361463,0.22944199920814937,5.318171607848251,0.8652371798659595,-0.9194299527178952,0.2924822159810232,-0.000540211742373127,[-0.02446616],-0.0021543130177846745,"[[ 0.30861255]
 [-0.57798523]]",1.0472846421480582,0.20494798399166808,11.99999999999024,0.4999999999995933,38.665121664149524,1.427942803399771,11.334487108373546,0.5721429301399844
978,12.227681100000002,-0.9146747010926682,0.28138972261929396,0.009158922076250908,-0.029930451586520135,-0.42664928719975526,-0.9203879201632151,0.2907056902262217,0,0.0114439,-0.017786526895700556,0.9760668167982294,0.22944149710686834,5.318219947505644,0.865205608169762,-0.916216265610952,0.2872027911216073,-0.0006808249993256795,[-0.00174156],-0.002021825509596631,"[[ 0.30139428]
 [-0.56123745]]",1.047284642147955,0.20494798399164788,11.999999999989058,0.49999999999954403,38.665360847716144,1.4278843043892822,11.334582461243988,0.57212683244742
979,12.239928800000001,-0.910433551010322,0.2803010511167439,0.009954369152893161,-0.010404639109477809,-0.5638785707291267,-0.9169677967622647,0.26762339686569747,0,0.0122477,-0.04490140279850673,0.975993210717819,0.22946452556260433,5.318306033916493,0.8651796045508778,-0.9117989985575023,0.27526530193757315,-0.006184188547104901,[-0.02051008],-0.007077818740915417,"[[ 0.28885869]
 [-0.89414766]]",1.0472846421478303,0.2049479839916235,11.99999999998763,0.49999999999948463,38.66591667421928,1.4278236080970443,11.333823910611496,0.5721964116085398
980,12.2535184,-0.9076061176220912,0.2490129566727968,0.009361679140173496,-0.018610440192900674,-0.722723630284203,-0.9135109013358188,0.2409665491050834,0,0.0135896,-0.047698101785547155,0.9759027260383465,0.22946405789698435,5.318482739247695,0.8651781355687111,-0.9084426898636542,0.2637548343327813,-0.0070131231370475266,[-0.0066671],-0.007714999853902641,"[[ 0.27250404]
 [-0.85477768]]",1.0472846421476731,0.20494798399159275,11.99999999998583,0.4999999999994096,38.66698607111199,1.4278081171327623,11.333029737928513,0.5722041639124325
981,12.265215700000002,-0.9049357638665398,0.2604023483813432,0.00857513746927896,0.019435799276259796,-0.6982523264545102,-0.910830060213827,0.2173056813836135,0,0.0116973,-0.0694299509081939,0.9758823625256586,0.22944016839573866,5.318468300150035,0.8651851652497039,-0.9054966529495234,0.25325133516233744,-0.011856700698162127,[-0.02671074],-0.011958217207827547,"[[ 0.26451155]
 [-1.13813595]]",1.04728464214752,0.20494798399156275,11.999999999984073,0.4999999999993363,38.66685906632715,1.427819799044051,11.332745205025143,0.5721334318868316
