,steering_angle,steering_rate,torque,time,execution_time,stiffness,damping
0,0.3187145747066845,2.3793529873478594,0.8056409096000663,0.40195250511169434,0.0020165443420410156,0.5,0.2
1,0.3245265211158256,2.382204667799795,0.8073748041918509,0.4049227237701416,0.0029702186584472656,0.5,0.2
2,0.3286105915654924,2.387544127570882,0.809920619415577,0.4069390296936035,0.002016305923461914,0.5,0.2
3,0.33442253797463345,2.400312991896798,0.8116433115147543,0.4099085330963135,0.002969503402709961,0.5,0.2
4,0.3383495287916207,2.413831267480307,0.8141722383492931,0.4119255542755127,0.0020170211791992188,0.5,0.2
5,0.3441614752007618,2.424094822252095,0.8158844321476696,0.41489648818969727,0.0029709339141845703,0.5,0.2
6,0.3479313863850696,2.429116256030194,0.81839813036181,0.41689085960388184,0.0019943714141845703,0.5,0.2
7,0.35374333279421066,2.42831330193685,0.8200800268850563,0.41988301277160645,0.0029921531677246094,0.5,0.2
8,0.3578274032438774,2.42855758326043,0.8225949919984509,0.42189979553222656,0.002016782760620117,0.5,0.2
9,0.363796429285698,2.435953587739892,0.8242844380571102,0.4248695373535156,0.0029697418212890625,0.5,0.2
10,0.3675663404700058,2.444534773321691,0.8267637732027084,0.42688608169555664,0.0020165443420410156,0.5,0.2
11,0.37337828687914687,2.446290982777447,0.8284415889592998,0.429856538772583,0.002970457077026367,0.5,0.2
12,0.37761943696149314,2.448221972092231,0.8309046041855729,0.4318723678588867,0.002015829086303711,0.5,0.2
13,0.3834313833706342,2.456604658215481,0.8325702913541352,0.4348430633544922,0.0029706954956054688,0.5,0.2
14,0.387201294554942,2.461275509614083,0.8350164303503744,0.43683791160583496,0.0019948482513427734,0.5,0.2
15,0.39332740022944207,2.4610591965778505,0.8366532875302793,0.43983006477355957,0.0029921531677246094,0.5,0.2
16,0.39725439104642934,2.4645629198604255,0.839099776969681,0.4418473243713379,0.0020172595977783203,0.5,0.2
17,0.4033804967209294,2.4720476542985454,0.8407432438189015,0.44481682777404785,0.002969503402709961,0.5,0.2
18,0.4074645671705961,2.4832229309561913,0.8431537968893441,0.44683265686035156,0.002015829086303711,0.5,0.2
19,0.41343359321241674,2.495318896461895,0.8447842510281398,0.44980359077453613,0.0029709339141845703,0.5,0.2
20,0.41720350439672454,2.5000429663912573,0.8471784282780239,0.45181918144226074,0.0020155906677246094,0.5,0.2
21,0.4233296100712246,2.4977257801479547,0.8487967386112457,0.4547901153564453,0.0029709339141845703,0.5,0.2
22,0.4272566008882118,2.4959103701910257,0.8511732248097765,0.4568150043487549,0.0020248889923095703,0.5,0.2
23,0.43338270656271194,2.496779871026587,0.8527868801103409,0.459775447845459,0.0029604434967041016,0.5,0.2
24,0.43730969737969916,2.499128302023996,0.8551371810583546,0.46177005767822266,0.001994609832763672,0.5,0.2
25,0.4434358030541993,2.502083039031133,0.8567147166389957,0.46476268768310547,0.0029926300048828125,0.5,0.2
26,0.4476769531365455,2.509440557563625,0.8590725024672184,0.46675705909729004,0.0019943714141845703,0.5,0.2
27,0.4536459791783661,2.520750340395116,0.8606377197538203,0.46974897384643555,0.002991914749145508,0.5,0.2
28,0.45757296999535335,2.5265551298842954,0.8629766720312628,0.4717435836791992,0.001994609832763672,0.5,0.2
29,0.4636990756698534,2.5262939501649067,0.8645298471650844,0.47473573684692383,0.0029921531677246094,0.5,0.2
30,0.4676260664868407,2.5246897413194054,0.8668505651180345,0.4767305850982666,0.0019948482513427734,0.5,0.2
31,0.4737521721613408,2.5224760540128495,0.8683915948690013,0.479722261428833,0.0029916763305664062,0.5,0.2
32,0.47767916297832796,2.520151343150226,0.8706933766350051,0.4817173480987549,0.001995086669921875,0.5,0.2
33,0.48380526865282814,2.5180205340003807,0.8722221602154655,0.4847090244293213,0.0029916763305664062,0.5,0.2
34,0.48773225946981535,2.5162409849266334,0.8745052285691267,0.48670363426208496,0.001994609832763672,0.5,0.2
35,0.49385836514431547,2.5148659085279053,0.8760211220022371,0.48969602584838867,0.002992391586303711,0.5,0.2
36,0.4980995152266617,2.5182576640882863,0.8782858727547422,0.49169039726257324,0.0019943714141845703,0.5,0.2
37,0.5042256209011617,2.528445394078779,0.8797889638834819,0.49468255043029785,0.0029921531677246094,0.5,0.2
38,0.5083096913508285,2.5392984020252816,0.8820345273641595,0.4966776371002197,0.001995086669921875,0.5,0.2
39,0.5142787173926491,2.544956223702006,0.883525435672403,0.49966955184936523,0.002991914749145508,0.5,0.2
40,0.5183627878423158,2.5447462859402936,0.8857516692992932,0.5016639232635498,0.0019943714141845703,0.5,0.2
41,0.5244888935168159,2.543303941877424,0.8872292309204493,0.5046560764312744,0.0029921531677246094,0.5,0.2
42,0.5284158843338032,2.5412990079875555,0.8894363495804376,0.5066509246826172,0.0019948482513427734,0.5,0.2
43,0.5345419900083033,2.536999206196084,0.8909013541738107,0.5096430778503418,0.0029921531677246094,0.5,0.2
44,0.5387831400906495,2.5362078693819967,0.8930890366007831,0.5116374492645264,0.0019943714141845703,0.5,0.2
45,0.5449092457651495,2.5419401067689424,0.8945406898217869,0.5146293640136719,0.002991914749145508,0.5,0.2
46,0.5488362365821369,2.5464861601168307,0.8967086251739221,0.5166242122650146,0.0019948482513427734,0.5,0.2
47,0.5549623422566369,2.5454532091517166,0.8981475285692558,0.5196163654327393,0.0029921531677246094,0.5,0.2
48,0.5590464127063037,2.5434490437230464,0.9002959212113661,0.5216109752655029,0.001994609832763672,0.5,0.2
49,0.5650154387481242,2.5410981958996146,0.9017214638929572,0.5246028900146484,0.002991914749145508,0.5,0.2
