,params,names
0,0.049731249952065106,J
1,0.49162974640663226,m
2,0.044552595225371354,dy
3,0.008452626610315133,dx
4,0.2811459301207622,vt
5,-0.005316228401865992,tau_f
6,-0.0951818737427459,tau_d
