,params,names
0,0.05480475491037145,J
1,0.4057759271653798,m
2,0.06279095432769782,dy
3,0.009008157082978899,dx
4,0.5217807023268454,vt
5,0.0,tau_f
6,-0.08597506012132082,tau_d
